"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104"
"2","0.0812644","-0.00861206","-0.0138976","-0.0147364","-0.0142057","-0.0128603","-0.0139222","-0.0135179","0.0850399","0.0869962","-0.0137871","-0.0135986","0.0804579","-0.0142131","-0.0149263","-0.014141","0.0903928","-0.00757888","0.0879302","-0.0141941","-0.0128489","-0.0130991","-0.0145119","-0.0126493","-0.0131531","-0.013867","-0.0140729","-0.0137033","-0.00385252","-0.0137982","-0.01417","-0.0137982","-0.0155832","-0.0136657","-0.0129072","-0.014002","-0.0141476","-0.0136464","-0.0137821","-0.0137958","-0.0137697","-0.014273","-0.0116171","-0.0146918","-0.014615","-0.0154635","-0.0138502","-0.01303","-0.0145313","-0.0148514","-0.0137045","-0.0106909","-0.0125057","-0.0112703","-0.0131587","-0.0141841","0.0911005","0.0996333","-0.00927739","-0.012584","0.0833455","0.086235","-0.0133707","-0.013952","-0.014909","-0.0127784","-0.0137626","-0.0132205","-0.0142241","-0.0137251","-0.0147156","-0.012261","-0.0145027","-0.0152186","-0.0147593","-0.0138835","-0.0150206","-0.0103288","-0.0137799","0.073906","-0.013464","0.0792168","-0.0126696","-0.0142868","0.039175","-0.00879223","-0.013231","-0.011886","-0.013212","-0.0140442","0.0927424","-0.0134009","-0.0140784","-0.0149766","-0.0149815","-0.0136597","-0.0135279","-0.014445","0.0923066","-0.0141124","-0.00739147","-0.014222","-0.0124762"
"3","-0.0125619","-0.00272441","-0.00380086","-0.00132562","-0.00368341","0.000227404","-0.00554591","-0.00287366","-0.0119557","-0.011972","-0.00243037","-0.00359094","-0.0136014","-0.00939734","-0.00556475","7.57639e-05","-0.0145926","0.00399304","-0.0113906","-0.00714186","-0.00569723","-0.00589589","-0.00391973","-0.00422607","0.000561068","-0.0074366","-0.00306345","-0.00341326","0.0548198","-0.00558056","-0.00275486","-0.00698126","-0.00772269","-0.00756419","0.00193503","-0.00454661","-0.0075786","-0.00490537","0.00204847","-0.0114063","-0.00816585","-0.00625511","-0.000544727","-0.00829839","-0.00571398","-0.00739279","-0.000155805","-0.00695404","-0.00712046","-0.00517667","-0.00524888","-0.0038768","0.00069681","-0.000670196","0.000513017","-0.00602309","-0.0142791","-0.015012","-0.000707296","-0.000977831","-0.015622","-0.0144148","-0.00298445","0.000650401","-0.00480592","-0.00466363","0.00231313","-0.00348572","-0.00860679","-0.00724527","-0.00534717","-0.00512047","-0.00522682","-0.00412899","-0.0058963","-0.000717077","-0.00532746","0.000356661","-0.0074138","-0.00674452","-0.00627696","-0.00703031","-0.00203479","-0.00570589","-0.00954323","-0.00133907","-0.00157861","-0.000404566","-0.00542424","-0.00612483","-0.01145","-0.00465678","-0.00271757","-0.00124213","-0.00500215","-0.000741037","-0.00533761","-0.00691143","-0.00610571","-0.00732525","0.00535579","-0.00270768","-0.00922912"
"4","0.00485877","0.118053","-0.018645","-0.0280367","-0.0130813","-0.0124394","-0.0191298","0.00845124","-0.00682206","-0.00429763","0.0152964","0.0216894","-0.00837146","-0.0245583","-0.018662","-0.0156024","0.00309523","0.156192","-0.00490224","-0.0138945","0.00888721","0.00977423","-0.0205147","0.0153953","-0.00586429","-0.0113178","-0.0204151","-0.033088","-0.00919105","-0.0101492","0.00823269","-0.0243458","-0.0157429","-0.0141886","-0.0167892","0.0261627","-0.0156088","-0.00966955","0.00117111","-0.00230492","-0.0133674","-0.00955803","0.0502218","0.00183639","-0.0183279","-0.00715435","-0.0251212","-0.00816309","-0.0233153","-0.00830564","-0.00236551","0.0687081","0.00137491","0.0649695","0.00896366","-0.0104398","-0.013034","-0.00162415","0.0775535","0.0191039","0.00348362","0.00351234","0.0184476","-0.0208601","-0.0140584","0.0240555","-0.0197039","-0.00248098","-0.00937005","0.00560718","0.000766386","0.00578413","-0.0182936","-0.0167026","-0.0056078","-0.021754","-0.0125179","0.0692322","-0.0092181","-0.00766882","0.00637327","-0.00686746","0.0310479","-0.0122292","-0.000185783","0.129106","-0.0250826","0.0441574","-0.0280268","-0.0238015","-0.0094687","-0.00911199","-0.0274709","-0.00515385","-0.0130207","-0.0419052","-0.00600407","-0.0111046","0.000933908","0.0126417","0.153068","-0.00251457","0.000275589"
"5","-0.00356523","-0.00580373","0.00895533","0.00253854","-0.00536698","0.00223622","0.00238106","0.00226611","0.00340785","-0.00221457","-0.00143826","0.00336559","0.00474378","0.00420801","-0.00175195","0.00997837","0.00447644","-0.0138246","-0.0036257","0.0186245","0.00673066","-0.00442428","0.00326091","0.0118349","-0.00271201","0.00941802","0.00644918","0.0157789","-0.131553","-0.00233039","-0.00767178","0.00582003","0.0049243","0.00528425","0.00267405","-0.00812833","0.00411747","0.0044206","-0.00758694","0.000400744","0.00762242","0.00104239","-0.0102561","0.00589449","-0.00297296","-0.000477919","0.0150656","0.00375384","-0.000778449","0.0121439","0.00642515","-0.00943443","-0.00995392","-0.014542","-0.0173678","0.00313764","0.00432341","-0.000385837","-0.00407656","0.00190744","0.0173839","0.00096328","-0.00243141","0.00797529","-0.000485296","-0.00518405","0.0102079","0.00323382","0.00730535","0.0112244","-0.00508491","-0.0177","0.00550714","0.0152167","0.00894349","0.0119315","-0.000839068","-0.00708796","0.00737138","-0.0014153","0.00142478","-0.0123183","0.00373449","0.00207683","0.00670562","-0.01289","0.00471651","-0.00429333","0.0153216","0.00218296","0.0126116","0.00673094","0.00060536","0.00417895","0.00233546","0.00911859","0.00490644","0.014591","-0.00486207","-0.00633211","-0.0196729","0.013515","0.000416906"
"6","0.0036979","0.0282336","-0.0179623","0.112996","-0.00658639","-0.00931786","-0.0060494","-0.0195962","-0.0139812","-0.00268642","-0.0231669","0.0191593","0.00119142","-0.0303694","-0.0208554","0.028827","0.00210657","0.0241793","0.00541945","-0.0223031","-0.0213109","-0.0122904","-0.0151692","-0.0197495","0.0850124","-0.0438617","0.10069","0.153726","-0.00361364","-0.00267464","-0.0448944","-0.0214053","-0.0197576","-0.0264453","0.116528","-0.000195202","-0.0137545","-0.0232677","-0.030237","0.0135951","0.00748629","-0.0142643","0.00482468","-0.0184644","-0.0207537","0.000474284","0.128349","-0.0231751","0.00796111","-0.0287652","-0.0246014","-0.00942555","0.00872565","0.0264913","-0.00361866","-0.0342193","0.0040215","0.0186061","-0.00509091","0.0100205","-0.00188399","-0.00798785","0.0194984","0.136295","-0.0362562","-0.0113036","0.0901932","-0.0257259","-0.00918968","-0.0165207","-0.022225","-0.0080766","-0.021137","-0.0188719","-0.0189695","0.128277","0.0223081","0.00795701","0.0129927","-0.00196116","-0.00378362","0.0104982","0.0390838","-0.0156488","0.00300457","-0.00483909","0.117247","0.004859","0.0179925","-0.00276627","0.0141299","0.0559643","-0.0292697","-0.00625239","-0.0334588","0.0384276","-0.0229775","-0.00389823","-0.00651051","0.00587462","0.0201458","-0.0171114","-0.0242839"
"7","-0.103790283203125","0.04543087631464","-0.0992707759141922","0.0905000939965248","0.0692665129899979","0.00635785050690174","0.0450674779713154","0.118078127503395","-0.0802662596106529","-0.150293663144112","0.0658140480518341","0.0444527417421341","0.117996752262115","0.0106456447392702","-0.0668788328766823","0.0189974810928106","0.0172063391655684","0.0892970710992813","-0.0138113992288709","-0.00256580580025911","-0.0752964541316032","-0.155185028910637","-0.0742824822664261","-0.0364203602075577","-0.0346043929457664","-0.0100121153518558","-0.023693485185504","-0.00351529917679727","0.118834033608437","0.00253218901343644","-0.023715153336525","-0.0128409378230572","0.0487130992114544","-0.0892075598239899","0.131557106971741","0.00956300273537636","0.0761445611715317","-0.0284225195646286","-0.0172179471701384","0.0209127198904753","0.021570036187768","-0.0139503786340356","0.032752238214016","-0.0264659021049738","-0.0249100159853697","-0.0250581987202168","0.00139136018697172","-0.0200694929808378","-0.0319296307861805","0.0488950833678246","0.0159767512232065","-0.00749359605833888","0.00430905958637595","-0.0573733299970627","0.0336406975984573","-0.0504063367843628","-0.0117916064336896","0.0576124414801598","0.0259000454097986","0.00289779505692422","0.0262872762978077","-0.0596307888627052","-0.111185386776924","0.023556200787425","-0.0375279299914837","-0.0915243551135063","0.00852165184915066","0.128430381417274","0.0924358293414116","0.0424825102090836","0.0698225572705269","-0.0918006598949432","-0.0663777962327003","0.0681523829698563","0.0337736345827579","-0.0293343085795641","-0.03427729383111","-0.0301779117435217","-0.0871512740850449","0.00807460024952888","-0.050211638212204","-0.023786336183548","-0.0196163188666105","-0.033957727253437","0.0469552092254162","-0.0420143082737923","0.131368145346642","-0.029315959662199","-0.0578643567860126","-0.174951016902924","0.0740242302417755","-0.150987476110458","0.0337386503815651","-0.00749859260395169","-0.0547285340726376","0.0115112056955695","0.00262414687313139","0.125773146748543","0.0968045070767403","0.105040244758129","0.0912494584918022","0.0538140721619129","-0.00725554674863815"
"8","-0.0692434459924698","-0.00440170336514711","0.0445784591138363","-0.034232322126627","0.0174486692994833","-0.0630099177360535","0.157236486673355","-0.0378815494477749","0.0507446080446243","-0.0137593317776918","-0.132179692387581","-0.0202082451432943","-0.00390616315416992","0.167112946510315","0.0589508675038815","-0.0335531756281853","-0.0654753297567368","0.0460470654070377","-0.0871806889772415","-0.0324305593967438","-0.0744481980800629","0.0236015245318413","0.0735129937529564","0.0325451530516148","0.0555475428700447","0.0202290937304497","0.0769792795181274","-0.030548145994544","-0.00370935397222638","-0.0987891107797623","0.0761137306690216","0.0264467261731625","0.0234939660876989","0.0745676979422569","-0.0175932068377733","0.00185299722943455","-0.0273149628192186","0.0632285997271538","0.026911087334156","-0.030148359015584","0.0135683566331863","0.0594416782259941","-0.000952117959968746","0.0311243552714586","-0.115931510925293","-0.0387002378702164","0.0221944227814674","0.0042967414483428","-0.00353385764174163","-0.0349305085837841","-0.0178574714809656","0.0641199946403503","-0.00855477154254913","0.033352293074131","-0.100612968206406","-0.0822937190532684","-0.00889594666659832","0.0440640263259411","-0.037237573415041","-0.0532474964857101","-0.0162833277136087","-0.00250704982317984","0.025058101862669","-0.0653090849518776","-0.0448471754789352","0.0451288223266602","0.0261515267193317","0.036154493689537","-0.0256468839943409","0.0566559843719006","-0.154122173786163","0.053074412047863","-0.0659639909863472","0.128288045525551","-0.100356101989746","-0.089462898671627","0.0765307545661926","-0.0950463563203812","0.0568738281726837","0.00564983347430825","-0.0487760417163372","-0.112377814948559","-0.000599168590269983","-0.102447092533112","-0.104954332113266","-0.0406090691685677","0.140591934323311","0.0421704724431038","-0.0292329322546721","0.0139466803520918","0.0859108939766884","0.0497921817004681","-0.0643290430307388","0.0396736301481724","-0.0786978974938393","-0.04586236551404","0.105538479983807","0.128109097480774","-0.0133061669766903","-0.0238247029483318","0.108723171055317","-0.0308065358549356","0.128734663128853"
"9","0.0316033214330673","0.0575522370636463","-0.0317964218556881","0.183153122663498","-0.090250052511692","-0.0292383693158627","-0.079616978764534","-0.100503392517567","0.00966070778667927","-0.00922153610736132","0.0396241508424282","0.0278442911803722","-0.00234080059453845","-0.007572534494102","0.0527056157588959","0.0127265388146043","-0.14328196644783","0.0515281446278095","-0.108370527625084","0.0480298362672329","0.088063657283783","-0.0267032701522112","-0.0467593260109425","0.0022386503405869","0.0545761249959469","-0.119070328772068","0.0150465834885836","-0.0309640858322382","-0.0607736892998219","0.0701209977269173","0.0358891710639","-0.0152127658948302","0.0423372685909271","0.0474417470395565","0.142162665724754","0.0505900047719479","-0.0195748955011368","0.0546156242489815","0.0937449485063553","-0.0101862940937281","-0.0351156517863274","0.0887815877795219","0.0245252661406994","0.0562390238046646","0.0353914722800255","0.0656156316399574","0.0232794787734747","0.0784026980400085","-0.0276878979057074","-0.0461186990141869","0.0702172666788101","0.0175329968333244","0.0427694283425808","0.0224151834845543","0.114863708615303","0.0249362234026194","0.0711822956800461","0.013858980499208","0.0495977066457272","0.058687400072813","0.0649653896689415","-0.00210439134389162","-0.023378312587738","-0.0464817136526108","-0.0035556664224714","0.0154404919594526","0.129223227500916","0.0309747476130724","-0.0514237359166145","0.0356736555695534","0.10463073849678","0.0330402441322803","0.0279397629201412","-0.0624806359410286","0.133345261216164","-0.0534788258373737","0.00958172045648098","0.0528962090611458","-0.0359131656587124","-0.122858062386513","-0.0908772349357605","-0.131798222661018","-0.0425092913210392","-0.174670308828354","-0.115090228617191","0.00650056730955839","0.0146544016897678","-0.0406400486826897","0.0780091434717178","-0.0185365322977304","-0.0248632952570915","-0.0199553836137056","-0.0889621749520302","-0.0149227920919657","-0.139643684029579","-0.00105776928830892","-0.0439492575824261","0.0522144436836243","-0.102576449513435","-0.1149727627635","-0.0539469011127949","-0.112408213317394","-0.0869118347764015"
"10","-0.0500515028834343","-0.000584011373575777","-0.0727460011839867","-0.142829895019531","-0.110247321426868","0.0561152622103691","-0.0359969772398472","-0.0439662113785744","-0.00373454671353102","-0.0814287588000298","-0.0724504068493843","0.0299724936485291","0.0261638313531876","-0.0466430298984051","0.050346702337265","-0.0857759416103363","-0.0502161346375942","-0.0340005122125149","0.0902469679713249","-0.0327877476811409","-0.0242183227092028","-0.142853394150734","0.0768533125519753","0.0265580955892801","-0.0529255978763103","-0.105875968933105","0.106342345476151","0.0938233658671379","-0.0394064970314503","-0.0204433426260948","0.0790684670209885","0.00561166508123279","-0.0852342024445534","0.0182548146694899","0.0648704245686531","0.0146657088771462","0.044762309640646","0.0914475172758102","-0.0265107098966837","-0.069127269089222","0.0691361874341965","0.0117923822253942","0.0279204677790403","0.032679121941328","0.000199919275473803","0.137469813227654","0.0152602670714259","-0.0623631440103054","0.121961563825607","-0.00265240180306137","-0.0108860079199076","0.119367592036724","0.0672494247555733","0.0822546780109406","-0.0512386634945869","-0.0283554382622242","0.0517298579216003","0.0893550142645836","-0.0178645178675652","0.109208360314369","0.0783715546131134","-0.0755684673786163","-0.0344534553587437","-0.0184034798294306","0.0210739728063345","-0.00802066829055548","-0.0397541411221027","-0.0883699581027031","-0.069810152053833","-0.0977379307150841","-0.019804809242487","-0.0362233817577362","-0.0719378665089607","-0.0499643981456757","-0.0764898508787155","0.0521750152111053","-0.0860351249575615","-0.0791771113872528","-0.0017537985695526","0.118104621767998","0.0661404803395271","0.0292688328772783","0.0959339886903763","0.0296170841902494","-0.071018174290657","0.12215780466795","0.0676782503724098","0.121803417801857","0.0595317669212818","-0.0899757146835327","-0.0104127610102296","-0.103656277060509","0.0563353970646858","0.11730582267046","0.0307724494487047","0.125349298119545","-0.0330060459673405","0.0847110822796822","-0.0538775958120823","-0.0186136327683926","-0.0626795813441277","-0.0549467653036118","-0.124634094536304"
"11","-0.0583779402077198","-0.0625209808349609","-0.00065921270288527","0.0280139315873384","-0.00643196329474449","-0.0301343351602554","0.074326828122139","-0.0307073798030615","0.00866508390754461","-0.102201864123344","0.0502544045448303","0.0636214762926102","-0.150089547038078","-0.0231366250663996","-0.0527233593165874","0.094825841486454","-0.0555988326668739","-0.0864666998386383","-0.0046439771540463","0.0712329968810081","0.0706489011645317","-0.0439122132956982","0.0222654640674591","0.0657475516200066","0.00577918626368046","0.164784714579582","-0.0133221382275224","0.00588905857875943","-0.0168640073388815","0.0629397109150887","0.0414790734648705","0.0406245812773705","0.036632414907217","-0.0374183394014835","-0.0432781502604485","-0.10406918078661","-0.162456303834915","0.00606482895091176","0.0580846630036831","0.0310471020638943","0.101590633392334","-0.19591611623764","0.0550410598516464","-0.119445443153381","0.0320807509124279","0.0416544303297997","0.146126881241798","0.00807092525064945","-0.000275399448582903","0.00241255993023515","-0.0689185187220573","-0.0556544400751591","0.0506442598998547","0.0308405552059412","0.079550214111805","0.0880421921610832","-0.126883760094643","-0.0681537166237831","0.00732641108334064","0.0810105949640274","-0.0599237494170666","0.0141821671277285","-0.0818410441279411","-0.0100420145317912","-0.100900985300541","-0.0720251649618149","-0.0672920793294907","0.0229484438896179","-0.0718094408512115","-0.0310406051576138","0.039794459939003","-0.0253814589232206","0.0819215774536133","0.0968253687024117","0.0077843782491982","-0.00241785263642669","0.0870869308710098","-0.0489266142249107","-0.000410109234508127","0.0306653399020433","0.139872118830681","-0.0197240728884935","0.0213032681494951","0.000533523387275636","-0.0896457210183144","0.0215959083288908","0.0120721515268087","0.0672145634889603","0.1200887337327","-0.0883093625307083","-0.115315794944763","0.00170664116740227","-0.0609747804701328","-0.0345070734620094","-0.0870645418763161","0.119854778051376","0.0747110843658447","0.0171342547982931","0.00153302331455052","0.00313983508385718","0.109987191855907","-0.084013432264328","0.0376951806247234"
